year,month,day,hour,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
2014,9,2,3,3.0,23.0,600.0,51.0,19.6,1004.2,19.6,3.7,NE,1.4,0
2016,5,21,18,9.0,24.0,700.0,209.0,28.5,1011.6,4.0,0.0,SE,1.1,10
2017,2,26,4,11.0,81.0,800.0,2.0,-0.8,1020.6,-6.6,0.0,NE,1.1,4
2014,12,4,15,8.0,10.0,400.0,60.0,2.1,1032.0,-23.5,0.0,NNW,5.6,0
2014,5,2,10,2.0,9.0,400.0,86.0,18.9,1012.5,-5.3,0.0,N,2.2,0
2015,1,24,7,12.0,55.0,600.0,23.0,-4.0,1020.0,-13.2,0.0,ENE,0.4,3
2014,1,26,8,32.0,67.0,1000.0,2.0,-2.5,1026.4,-8.0,0.0,S,2.2,11
2013,12,12,23,7.0,49.0,1100.0,1.0,-6.7,1021.5,-22.6,0.0,NNW,0.9,9
2016,1,25,9,14.0,64.0,2300.0,2.0,-8.0,1023.2,-19.3,0.0,E,0.8,6
2015,9,1,7,4.0,9.0,100.0,84.0,19.0,1004.1,16.8,0.2,NNW,1.0,2
2013,10,14,7,8.0,64.0,900.0,1.0,14.9,1020.4,8.8,0.0,N,2.4,7
2015,9,28,19,7.0,72.0,1500.0,26.0,16.9,1021.0,13.8,0.0,NE,0.2,7
2013,11,19,17,26.0,75.961,1100.0,1.071,2.8,1016.9,-8.0,0.0,WSW,1.5,10
2013,5,15,18,23.0,28.0,700.0,210.0,25.2,1005.7,6.9,0.0,SSW,2.3,1
2016,3,21,18,27.0,65.0,1000.0,103.0,18.0,1009.2,-1.8,0.0,ESE,2.0,1
2014,9,23,2,4.0,48.0,2200.0,3.0,18.8,1013.5,17.8,0.4,NNW,1.4,9
2014,10,23,7,17.0,92.0,1400.0,2.0,12.2,1013.1,7.3,0.0,NE,1.4,9
2015,9,11,14,3.0,2.0,300.0,71.0,23.0,1009.0,11.1,0.0,E,1.4,10
2015,11,2,16,12.0,35.0,500.0,62.0,19.5,1010.6,-3.4,0.0,SW,1.8,6
2016,7,19,16,2.0,38.0,1000.0,57.0,24.3,1002.9,23.3,0.6,NNE,1.4,0
2016,12,10,0,17.0,72.0,1500.0,2.0,-3.6,1026.1,-8.7,0.0,NE,1.2,4
2017,2,17,10,8.0,30.0,700.0,45.0,1.0,1024.9,-22.8,0.0,W,5.2,1
2014,8,19,15,3.0,19.0,800.0,210.0,32.1,1003.4,18.7,0.0,SW,2.1,4
2013,8,26,22,8.0,30.0,1000.0,106.0,24.4,1004.3,21.9,0.0,SSE,2.4,7
2013,9,15,23,8.0,50.0,900.0,35.0,18.4,1006.4,15.5,0.0,SSW,0.8,11
2015,6,13,3,7.0,9.0,400.0,69.0,23.5,993.1,11.2,0.0,NE,0.8,5
2016,3,22,16,21.0,51.0,1300.0,63.0,14.6,1017.3,-1.9,0.0,SW,3.4,4
2014,6,19,6,2.0,11.0,100.0,61.0,23.5,995.7,13.4,0.0,N,0.6,2
2015,8,10,13,2.0,13.0,100.0,177.0,34.7,1001.7,16.5,0.0,NNE,1.1,5
2016,2,27,13,5.0,12.0,400.0,77.0,8.1,1020.3,-11.3,0.0,ENE,1.3,0
2015,10,31,6,4.0,62.0,500.0,6.0,0.6,1028.5,-2.3,0.0,SSW,0.4,0
2013,10,30,11,9.0,66.0,900.0,9.0,13.1,1024.1,-0.9,0.0,ESE,1.0,9
2013,4,9,20,4.0,15.0,500.0,70.0,8.2,1016.2,-10.7,0.0,WNW,2.6,11
2014,10,16,17,19.0,31.0,500.0,120.0,18.2,1013.8,-3.3,0.0,S,1.6,9
2016,9,5,6,2.0,41.0,500.0,43.0,18.7,1005.9,16.3,0.0,NNE,1.7,10
2015,10,13,17,3.0,45.0,500.0,112.0,24.9,1013.5,2.3,0.0,SSW,1.7,0
2014,6,2,3,2.0,33.0,400.0,50.0,18.4,1003.6,14.9,0.0,E,0.5,1
2016,6,28,8,2.0,17.0,500.0,107.0,20.8,1001.4,16.6,0.0,SSE,1.4,0
2015,5,16,9,5.0,62.0,600.0,43.0,21.7,1008.5,4.3,0.0,E,1.4,7
2017,1,31,19,31.0,72.0,1300.0,68.0,-1.2,1022.8,-19.2,0.0,SW,0.8,10
2017,2,23,0,2.0,9.0,200.0,83.0,1.4,1025.2,-13.9,0.0,NW,4.6,8
2016,6,27,12,9.0,31.0,800.0,145.0,30.0,998.2,14.5,0.0,SSE,1.9,0
2014,3,11,22,16.0,28.0,400.0,63.0,8.3,1018.1,-2.7,0.0,N,5.1,10
2015,12,15,2,3.0,4.0,200.0,62.0,2.9,1019.8,-11.8,0.0,WNW,6.5,4
2016,4,2,4,2.0,19.0,200.0,49.0,12.9,1015.4,-4.7,0.0,NE,1.6,4
2013,4,4,19,17.0,96.0,2299.0,8.0,6.3,1011.0,4.5,1.7,NE,1.0,7
2013,4,25,14,6.0,20.0,200.0,85.0,22.2,1005.9,-6.6,0.0,NNW,3.3,10
2016,12,14,14,5.0,3.0,300.0,73.0,4.0,1021.7,-18.9,0.0,WNW,3.5,2
2016,8,8,2,2.0,2.0,1000.0,44.0,25.7,1005.9,22.6,0.0,S,1.0,9
2013,4,14,14,17.0,16.0,600.0,104.0,16.4,1004.0,-3.7,0.0,WSW,3.7,9
2013,8,9,17,5.0,27.0,600.0,211.0,33.5,992.5,20.6,0.0,SW,1.3,5
2014,1,22,16,63.0,150.0,1900.0,6.0,3.9,1015.0,-15.4,0.0,SW,1.1,10
2013,6,20,13,13.0,34.0,600.0,104.0,28.1,1002.1,22.1,0.0,WSW,1.1,4
2014,7,12,12,2.0,15.0,300.0,130.0,34.0,994.2,12.9,0.0,E,2.7,5
2013,10,14,5,6.0,61.0,1200.0,4.0,13.2,1017.9,12.3,0.0,NW,0.9,3
2015,7,28,6,2.0,8.0,700.0,19.0,23.2,994.5,22.7,0.0,SE,0.8,6
2014,5,4,18,2.0,11.0,300.0,80.0,15.1,1012.2,-7.7,0.0,N,1.1,0
2013,7,26,18,3.0,18.0,1200.0,36.0,25.3,994.0,22.0,0.0,NW,1.2,2
2015,5,31,3,8.0,90.0,1200.0,2.0,20.8,995.8,15.1,0.0,ENE,0.5,5
2013,6,6,18,6.0,57.0,1899.0,7.0,19.9,1000.5,19.9,0.0,W,1.2,6
2016,7,11,21,3.0,34.0,700.0,142.0,32.9,994.0,22.1,0.0,SSW,2.6,7
2013,5,23,5,3.0,9.0,300.0,62.0,18.1,1003.5,2.8,0.0,WNW,0.6,2
2013,10,31,6,12.0,80.0,1300.0,2.0,6.3,1024.0,1.6,0.0,N,0.7,3
2014,6,1,6,2.0,21.0,700.0,146.0,22.4,1003.8,16.7,0.0,NNE,3.5,7
2016,11,23,2,6.0,32.0,500.0,33.0,-3.7,1034.8,-18.0,0.0,NNW,2.5,8
2013,9,6,19,19.0,44.0,2000.0,143.0,22.6,1011.6,17.3,0.0,SE,1.3,3
2013,3,22,14,25.0,38.0,1100.0,78.0,9.9,1013.4,-6.5,0.0,SW,5.3,3
2016,6,9,17,3.0,17.0,700.0,212.0,33.0,997.1,12.1,0.0,SW,4.0,4
2015,5,22,15,15.0,28.0,800.0,225.0,29.4,998.4,10.0,0.0,W,1.5,6
2016,4,27,8,24.0,43.0,1300.0,57.0,15.5,1011.5,4.8,0.0,SSW,1.1,0
2015,6,12,12,2.0,9.0,800.0,99.0,28.3,990.6,8.6,0.0,WNW,2.8,5
2016,3,29,10,4.0,55.0,400.0,46.0,17.0,1012.6,-4.9,0.0,SW,2.6,10
2014,6,22,9,2.0,49.0,400.0,38.0,24.2,1004.1,18.2,0.0,NNW,0.8,0
2015,10,11,0,2.0,29.0,300.0,57.0,14.4,1011.7,-4.4,0.0,WNW,3.9,7
2014,8,5,8,2.0,52.0,700.0,7.0,23.7,1003.9,17.9,0.0,ENE,2.1,9
2015,6,17,14,18.0,5.0,500.0,186.0,33.1,991.5,14.7,0.0,NNW,3.7,2
2015,2,24,6,15.0,43.0,1900.0,18.0,-4.7,1007.0,-11.7,0.0,NNW,1.5,1
2016,9,30,7,2.0,78.0,800.0,2.0,12.7,1013.1,8.8,0.0,ENE,0.5,0
2016,4,28,10,5.0,32.0,1200.0,100.0,21.5,1013.4,5.8,0.0,SE,2.7,8
2017,1,8,4,11.0,22.0,500.0,39.0,1.6,1019.2,-10.6,0.0,NNW,2.3,11
2014,7,12,19,2.0,25.0,200.0,149.0,29.0,994.8,12.4,0.0,SW,1.0,11
2015,10,24,17,9.0,52.0,1100.0,43.0,16.8,1022.3,4.5,0.0,SW,1.7,11
2015,7,5,9,12.0,37.0,1000.0,65.0,22.8,1006.8,15.1,0.0,NE,1.5,7
2016,3,30,8,2.0,35.0,400.0,53.0,13.3,1015.8,-9.2,0.0,ENE,2.3,3
2015,2,16,14,14.0,11.0,400.0,86.0,12.0,1007.0,-13.1,0.0,NNW,3.0,11
2015,4,4,12,10.0,30.0,700.0,138.0,14.0,1007.5,0.6,0.0,WSW,2.4,0
2015,4,26,7,14.0,120.0,1300.0,5.0,17.2,1004.1,9.4,0.0,SSE,0.5,5
2014,2,2,19,8.0,10.0,200.0,67.0,2.7,1016.0,-26.0,0.0,ENE,4.0,7
2013,5,30,4,17.0,88.0,1000.0,6.0,15.5,1004.7,7.5,0.0,NE,1.1,3
2015,2,24,11,42.0,43.0,1400.0,28.0,3.0,1006.9,-8.7,0.0,SW,1.1,6
2013,10,20,16,3.0,20.0,300.0,78.0,15.3,1013.5,1.0,0.0,NNW,0.5,6
2016,1,29,20,22.0,57.0,1400.0,19.0,-5.0,1030.8,-18.8,0.0,SE,1.3,9
2017,1,27,1,4.0,10.0,300.0,59.0,-0.28,1023.0,-16.6,0.0,NW,6.8,5
2016,10,8,10,2.0,18.0,300.0,40.0,13.1,1016.2,-3.7,0.0,NE,1.6,5
2017,2,27,18,9.0,39.0,700.0,87.0,13.8,1013.8,-9.5,0.0,SW,1.6,9
2014,5,10,5,26.0,45.0,1200.0,61.0,15.3,1009.7,5.8,0.0,WNW,2.7,11
2014,5,16,9,3.0,55.0,400.0,53.0,25.5,1002.7,4.0,0.0,ENE,2.2,0
2016,8,7,19,2.0,2.0,600.0,122.0,30.5,1004.0,21.0,0.0,SE,1.5,9
2016,9,13,23,2.0,96.0,1400.0,27.0,22.1,1013.6,18.5,0.0,SSE,0.8,11
2013,9,7,20,3.0,89.0,1200.0,102.0,21.2,1009.4,16.4,0.0,W,0.1,5
2016,1,31,7,5.0,27.0,300.0,47.0,-7.1,1033.9,-24.8,0.0,NNW,2.6,3
2013,8,19,3,3.0,29.0,500.0,40.0,22.2,1001.7,13.0,0.0,NW,0.0,1
2016,9,10,20,2.0,43.0,500.0,95.0,27.0,1005.9,12.6,0.0,SSW,1.2,9
2015,3,21,5,6.0,9.0,300.0,91.0,12.3,1012.2,-18.5,0.0,NW,2.8,9
2015,11,20,11,8.0,39.0,2900.0,2.0,1.2,1024.7,-0.1,0.0,E,1.4,8
2013,9,18,2,10.0,73.0,2500.0,1.0,19.7,1013.8,19.4,0.1,E,0.5,4
2014,12,8,1,9.0,35.0,800.0,30.0,-1.0,1029.0,-15.6,0.0,NW,1.5,3
2013,11,5,3,10.0,81.0,1600.0,1.7136,8.0,1015.3,2.2,0.0,N,0.0,5
2016,10,4,1,14.0,21.0,1900.0,33.0,20.0,1012.1,12.2,0.0,SE,3.9,8
2014,4,6,14,5.0,32.0,1000.0,102.0,25.6,1004.8,-9.7,0.0,SSW,2.2,2
2016,9,15,16,3.0,20.0,700.0,149.0,30.6,1003.3,13.8,0.0,SSE,1.8,1
2015,4,1,0,2.0,68.0,1100.0,5.0,9.6,1013.4,5.4,0.0,NE,0.8,1
2014,11,11,15,2.0,2.0,200.0,63.0,11.5,1015.0,-7.9,0.0,NNW,2.8,2
2017,1,20,15,9.0,35.0,600.0,41.0,-0.5333333333333329,1028.0,-22.0,0.0,SW,3.1,3
2017,1,27,11,23.0,17.0,700.0,48.0,1.1,1022.0,-16.4,0.0,SW,7.0,5
2013,4,20,5,3.0,27.0,700.0,20.0,1.0,1014.0,-1.1,0.0,NE,0.6,1
2015,4,5,23,2.0,14.0,300.0,87.0,7.6,1022.6,-10.7,0.0,N,2.9,9
2015,5,29,16,2.0,26.0,500.0,164.0,29.4,999.4,12.3,0.0,S,3.3,11
2016,10,4,6,3.0,25.0,800.0,31.0,17.7,1012.6,11.9,0.0,ESE,3.7,3
2013,3,28,14,3.0,6.0,200.0,104.0,13.4,1010.0,-14.5,0.0,W,3.4,2
2015,4,18,20,13.0,55.0,1200.0,77.0,17.8,1007.7,7.2,0.3,ESE,0.6,9
2016,1,6,23,2.0,13.0,200.0,54.0,-4.2,1031.7,-18.5,0.0,NW,2.3,8
2016,10,30,16,4.0,14.0,200.0,69.0,10.4,1022.8,-5.6,0.0,NW,4.5,8
2016,9,28,9,2.0,38.0,400.0,24.0,15.05,1025.0,-1.8,0.0,NE,3.5,9
2016,2,25,21,2.0,21.0,200.0,65.0,4.9,1027.7,-18.2,0.0,WNW,4.1,11
2014,11,5,7,9.0,78.0,1400.0,2.0,3.7,1016.0,1.4,0.0,WSW,0.7,4
2016,6,30,12,2.0,32.0,800.0,135.0,29.7,999.6,19.1,0.0,ESE,1.8,3
2015,8,26,5,4.0,5.0,400.0,42.0,20.7,1001.1,16.7,0.0,N,1.3,2
2014,8,24,15,6.0,20.0,300.0,103.0,31.5,1001.3,10.8,0.0,S,0.8,9
2015,7,9,0,11.0,25.0,500.0,134.0,27.2,1003.2,16.2,0.0,E,2.1,2
2013,3,4,9,40.0,66.0,900.0,16.0,10.6,1020.8,-12.1,0.0,NNE,1.3,10
2014,4,30,1,27.0,51.0,1100.0,89.0,16.5,1004.6,11.6,0.0,SSW,0.5,4
2015,10,25,20,14.0,75.0,1300.0,2.0,11.4,1021.6,0.8,0.0,SSW,1.1,8
2015,6,10,0,3.0,36.0,1000.0,79.0,20.7,997.1,15.5,0.0,NNE,2.6,4
2014,6,30,10,33.0,88.0,1600.0,85.0,31.3,1002.6,18.6,0.0,ENE,1.8,9
2014,2,8,10,31.0,26.0,600.0,55.0,0.9,1019.5,-14.0,0.0,WNW,2.2,5
2013,10,13,14,8.0,60.0,600.0,24.8472,15.9,1012.5,11.1,0.0,NE,0.9,4
2014,7,22,9,10.0,48.0,700.0,20.0,28.2,1003.0,15.1,0.0,NW,2.7,3
2016,10,5,16,2.0,49.0,1200.0,106.0,20.7,1008.0,13.2,0.0,ESE,2.7,1
2015,7,16,10,2.0,31.0,900.0,90.0,22.3,1003.9,19.5,0.0,NNE,2.3,3
2016,12,1,5,7.0,21.0,1100.0,29.0,1.9,1020.5,-10.3,0.0,NW,2.8,2
2013,11,25,8,11.0,25.2519,400.0,27.0,3.9,1015.9,-14.4,0.0,NNW,4.8,7
2013,12,2,21,85.0,78.0,1400.0,2.0,5.3,1011.5,-10.1,0.0,N,1.5,2
2016,9,30,6,3.0,75.0,600.0,17.0,12.425,1013.0,9.3,0.0,NE,1.0,3
2015,6,16,16,15.0,18.0,1200.0,288.0,32.5,992.4,13.7,0.0,SSE,2.1,1
2015,8,17,23,2.0,30.0,600.0,87.0,24.3,1003.9,16.8,0.0,WNW,0.5,8
2015,8,19,8,2.0,69.0,1200.0,4.0,22.1,1008.3,20.4,0.0,ESE,1.8,7
2015,5,1,16,2.0,21.0,500.0,70.0,16.9,1005.7,10.5,0.0,NNW,4.6,7
2017,2,17,15,4.0,8.0,200.0,90.0,5.5,1025.0,-25.0,0.0,NNW,2.8,8
2014,3,18,12,4.0,7.0,200.0,94.0,15.7,1013.1,-7.9,0.0,ESE,2.4,2
2013,8,20,14,11.0,17.0,1500.0,112.0,27.3,999.0,21.3,0.0,NNE,1.6,2
2013,12,30,8,14.0,37.0,400.0,31.0,5.1,1010.1,-18.7,0.0,NW,1.9,11
2015,8,18,4,3.0,26.0,600.0,51.0,24.5,1005.1,17.5,0.0,NE,1.3,0
2014,6,1,20,2.0,67.0,1300.0,72.0,18.7,1005.7,18.4,0.2,ENE,0.9,4
2014,3,20,11,8.0,8.0,300.0,82.0,13.8,1023.0,-11.6,0.0,NW,3.2,7
2014,6,8,14,19.0,39.0,1100.0,191.0,22.5,995.3,12.1,0.6,NW,4.1,11
2016,9,5,14,2.0,9.0,300.0,89.0,32.2,1003.7,11.9,0.0,N,1.9,10
2015,6,8,19,3.0,36.0,400.0,130.0,26.6,997.9,10.7,0.0,W,3.3,7
2015,6,3,16,2.0,22.0,400.0,147.0,31.3,1006.5,0.6,0.0,SSW,3.2,8
2016,3,19,17,10.0,29.0,700.0,83.0,14.3,1013.1,-3.1,0.0,SSW,2.8,5
2014,8,19,6,10.0,86.0,900.0,3.0,21.2,1006.9,20.5,0.0,NNE,0.8,10
2016,10,12,16,3.0,33.0,900.0,106.0,18.1,1017.6,9.7,0.0,SSW,2.1,0
2015,8,5,2,7.0,48.0,1000.0,44.0,25.2,997.6,21.7,0.0,WSW,0.8,3
2013,10,2,0,1.0,22.0,400.0,21.0,12.2,1013.0,12.2,0.0,NNW,0.8,6
2014,10,27,3,2.0,15.0,200.0,36.0,3.1,1023.3,-6.9,0.0,NW,0.2,2
2017,2,17,13,2.0,11.0,300.0,64.0,5.4,1022.7,-23.9,0.0,WNW,1.1,5
2013,11,30,12,10.0,13.0,700.0,62.0,10.2,1020.3,-13.1,0.0,NE,2.2,8
2015,6,8,2,2.0,14.0,200.0,40.0,16.6,998.1,8.8,0.0,NNW,1.7,2
2016,7,6,17,4.0,15.0,500.0,214.0,33.5,1005.7,15.9,0.0,SW,2.3,0
2015,8,3,17,4.0,41.0,400.0,58.0,23.6,998.9,17.3,0.1,W,1.3,0
2015,9,12,3,2.0,7.0,200.0,65.0,16.3,1008.7,4.0,0.0,NNW,3.2,2
2016,11,9,1,4.0,77.0,1900.0,2.0,0.5,1028.1,-1.4,0.0,NNE,0.5,10
2014,3,15,17,39.0,59.0,900.0,96.0,17.1,1000.7,-7.4,0.0,NW,1.4,6
2016,1,26,19,30.0,80.0,1400.0,16.0,-0.2,1023.8,-20.5,0.0,NW,1.7,4
2014,4,20,19,7.0,58.0,500.0,109.0,19.2,1010.9,2.5,0.0,WSW,2.0,8
2015,11,24,12,14.0,49.0,900.0,17.0,-3.6,1033.4,-13.0,0.0,NE,0.9,10
2016,6,27,16,5.0,50.0,900.0,181.0,26.7,995.8,18.0,0.0,NW,0.7,5
2014,5,14,14,4.0,20.0,100.0,92.0,21.3,1001.4,-1.9,0.0,NW,4.4,7
2014,10,12,1,7.0,34.0,400.0,36.0,14.4,1019.9,4.4,0.0,NNW,2.1,1
2014,10,12,10,2.0,39.0,300.0,23.0,16.6,1026.9,-2.5,0.0,ENE,2.5,4
2013,10,8,16,37.0,27.0,1000.0,117.0,20.5,1008.8,12.2,0.0,SW,1.3,11
2016,1,8,7,8.0,42.0,500.0,17.0,-7.0,1024.6,-17.8,0.0,ENE,1.9,4
2013,8,19,5,3.0,30.795,500.0,10.0,21.3,1007.6,16.0,0.0,NE,1.1,8
2016,5,8,18,21.0,14.0,800.0,176.0,24.1,1004.9,8.1,0.0,SW,3.8,0
2016,7,28,21,2.0,43.0,1100.0,156.0,28.4,993.3,23.5,0.0,NNW,1.2,1
2015,1,29,22,5.0,38.0,400.0,36.0,-1.0,1025.0,-19.1,0.0,NE,2.8,4
2014,7,22,21,8.0,15.0,400.0,72.0,25.9,997.7,15.6,0.0,NW,1.0,2
2015,10,3,11,7.0,24.0,900.0,52.0,21.0,1018.3,5.7,0.0,S,2.2,8
2013,7,20,18,8.0,17.0,1100.0,238.0,30.8,998.5,21.0,0.0,S,1.7,9
2017,2,27,20,9.0,116.0,1100.0,35.0,11.7,1014.3,-8.8,0.0,SW,1.6,0
2016,8,23,2,3.0,32.0,800.0,71.0,27.1,1004.8,20.0,0.0,SSW,1.7,11
2013,5,22,5,20.0,115.0,1200.0,2.0,15.8,1003.0,9.7,0.0,W,0.0,11
2015,5,5,3,17.0,55.0,600.0,68.0,16.4,1000.6,4.4,0.0,WSW,2.4,0
2015,12,15,13,2.0,11.0,200.0,57.0,3.1,1021.1,-15.6,0.0,N,3.9,10
2016,9,7,13,2.0,7.0,600.0,100.0,27.5,996.8,16.5,0.0,E,1.5,6
2013,5,14,6,12.0,21.0,400.0,77.0,21.9,1003.4,-1.4,0.0,NW,2.9,3
2016,7,10,13,5.0,15.0,500.0,193.0,35.3,997.6,20.0,0.0,SW,3.0,0
2017,1,10,4,2.0,16.0,400.0,59.0,-0.875,1025.0,-16.7,0.0,NW,5.6,10
2016,8,14,12,2.0,18.0,400.0,107.0,32.3,998.9,16.2,0.0,NE,2.1,5
2014,3,11,22,6.0,2.0,200.0,87.0,8.1,1015.2,-8.5,0.0,NNW,4.5,2
2016,9,11,19,2.0,14.0,600.0,71.0,21.9,1006.1,16.8,0.0,W,1.9,2
2015,10,18,4,2.0,8.0,400.0,68.0,14.4,1014.5,2.6,0.0,WNW,0.9,2
2016,11,8,17,6.0,49.0,700.0,39.0,9.8,1027.8,-4.2,0.0,SSW,1.4,9
2014,4,26,8,2.0,29.0,300.0,36.0,17.6,1014.8,3.5,0.0,NW,1.9,11
2015,10,23,2,2.0,26.0,500.0,4.0,9.7,1011.5,7.8,0.0,NNW,0.9,1
2015,8,16,5,3.0,92.0,800.0,3.0,21.7,1001.6,16.6,0.0,ENE,0.9,11
2014,11,30,23,2.0,9.0,100.0,54.0,-4.0,1028.0,-27.6,0.0,NW,7.5,9
2016,2,1,16,2.0,20.0,300.0,64.0,3.8,1029.9,-19.1,0.0,WNW,3.9,8
2016,4,24,0,15.0,71.0,800.0,10.0,13.7,1011.3,-4.5,0.0,SE,1.7,8
2013,8,23,21,1.0,24.0,600.0,90.0,25.2,1000.9,16.6,0.0,N,1.7,1
2015,10,12,17,2.0,34.0,300.0,75.0,23.4,1012.9,1.7,0.0,SW,2.4,10
2014,10,12,4,9.0,32.0,400.0,31.0,15.6,1020.8,-1.1,0.0,NNW,4.5,1
2016,9,11,4,2.0,15.0,600.0,84.0,17.2,1008.4,16.4,0.5,E,1.5,7
2015,3,3,22,2.0,8.0,400.0,74.0,-0.3,1018.6,-27.3,0.0,NNW,2.4,1
2013,7,29,1,3.0,14.0,500.0,68.0,27.0,991.6,20.6,0.0,N,0.4,1
2016,2,26,6,2.0,11.0,400.0,58.0,-3.8,1021.5,-17.8,0.0,N,1.1,5
2017,2,9,15,2.0,10.0,200.0,82.0,2.8,1022.1,-23.9,0.0,NNW,4.0,3
2016,1,13,22,17.0,78.0,2600.0,2.0,-4.7,1019.0,-18.6,0.0,SSW,0.9,3
2016,2,5,23,2.0,5.0,200.0,78.0,-1.0,1028.8,-17.3,0.0,NNW,2.5,8
2014,11,13,4,9.0,4.0,300.0,60.0,3.0,1023.0,-14.7,0.0,W,4.6,2
2016,5,9,21,2.0,85.0,700.0,8.0,14.4,1006.4,11.7,0.0,N,0.3,10
2017,2,10,5,2.0,8.0,200.0,84.0,-2.7,1025.1,-22.1,0.0,NW,3.5,4
2015,7,20,5,2.0,23.0,400.0,51.0,22.8,1000.6,21.3,0.0,NW,0.0,5
2017,2,1,12,7.0,2.0,300.0,79.0,2.4,1029.3,-26.2,0.0,NNE,3.1,2
2015,5,18,1,2.0,18.0,600.0,68.0,19.8,989.0,12.3,0.0,NNE,0.9,1
2013,12,31,1,31.0,54.0,2100.0,12.0,-5.7,1003.0,-15.8,0.0,W,0.6,6
2015,8,28,16,2.0,16.0,200.0,89.0,29.2,996.5,17.4,0.0,WNW,1.8,1
2017,1,19,12,5.0,14.0,400.0,2.0,-0.775,1025.0,-18.3,0.0,NW,6.6,9
2013,3,30,5,90.0,85.0,2700.0,3.0,2.6,1016.7,-6.0,0.0,NNE,0.4,0
2015,7,6,14,9.0,24.0,900.0,219.0,29.8,1005.5,15.5,0.0,W,1.5,4
2015,8,21,3,2.0,16.0,300.0,32.0,21.3,1003.8,13.7,0.0,NE,1.2,8
2013,9,4,16,8.0,36.0,1200.0,114.0,21.7,1008.3,18.1,0.0,ESE,0.8,11
2014,9,19,15,12.0,38.0,600.0,116.0,25.1,1002.6,15.4,0.0,WSW,2.7,0
2014,1,8,16,7.0,24.0,400.0,57.0,-1.0,1026.6,-22.4,0.0,NW,5.1,4
2016,2,9,6,23.0,64.0,1700.0,2.0,-4.8,1016.4,-9.1,0.0,NNE,0.1,10
2015,1,5,21,2.0,2.0,200.0,76.0,0.0,1017.0,-27.1,0.0,NW,4.0,2
2014,3,14,19,13.0,51.0,500.0,73.0,13.3,1007.9,-9.9,0.0,SW,3.7,4
2016,12,15,18,5.0,54.0,700.0,35.0,3.6,1029.3,-16.7,0.0,NW,2.0,9
2015,5,28,20,26.0,43.0,900.0,182.0,26.4,998.3,15.7,0.0,SW,1.6,10
2013,11,29,23,21.0,41.0,1300.0,17.3502,-0.9,1008.8,-11.1,0.0,ESE,0.8,6
2013,7,25,12,4.0,22.0,400.0,127.0,35.4,997.5,15.2,0.0,SSE,2.6,7
2014,12,3,13,6.0,7.0,300.0,64.0,-0.2,1021.0,-25.4,0.0,NNW,5.5,5
2015,12,24,10,9.0,35.0,1000.0,39.0,0.2,1019.8,-9.8,0.0,E,2.7,6
2016,4,23,1,2.0,9.0,500.0,66.0,16.4,1004.2,-16.6,0.0,N,4.2,1
2016,5,5,11,28.0,41.0,1400.0,93.0,21.2,1002.0,3.8,0.0,E,3.4,9
2015,1,6,7,21.0,48.0,600.0,21.0,0.0,1019.0,-21.6,0.0,NW,1.3,11
2016,5,7,8,2.0,40.0,400.0,42.0,20.1,1015.2,-4.3,0.0,NW,1.6,3
2015,5,24,5,3.0,69.0,1100.0,61.0,17.9,998.7,12.6,0.0,NW,1.3,1
2013,5,16,21,16.0,22.0,700.0,148.0,20.4,1011.7,11.1,0.0,SSE,1.6,8
2014,6,28,20,2.0,50.0,400.0,93.0,29.3,999.0,15.8,0.0,SE,0.1,0
2015,11,3,6,2.0,60.0,1200.0,2.0,3.9,1019.6,1.3,0.0,N,1.0,8
2014,7,13,9,2.0,2.0,200.0,75.0,32.4,994.5,11.0,0.0,NW,3.5,2
2015,10,13,12,7.0,44.0,500.0,54.0,24.2,1016.6,2.3,0.0,WNW,1.4,7
2016,8,10,2,2.0,22.0,1000.0,83.0,28.0,1003.0,24.0,0.0,SSW,1.2,7
2013,10,7,12,2.0,8.0,600.0,54.0,24.3,1019.4,3.6,0.0,E,3.4,8
2014,6,1,18,2.0,10.0,700.0,174.0,18.5,1001.5,16.5,8.2,N,2.6,2
2016,4,28,13,18.0,48.0,1300.0,167.0,25.3,1008.9,7.4,0.0,SSW,1.8,10
2016,3,25,0,2.0,2.0,300.0,89.0,7.9,1021.4,-13.1,0.0,NW,0.7,2
2015,4,4,11,12.0,29.0,800.0,95.0,13.1,1008.4,0.5,0.0,S,3.0,3
2014,12,2,12,48.0,55.0,2100.0,20.0,-1.4,1025.0,-19.9,0.0,SW,2.7,11
2017,1,14,5,11.0,20.0,600.0,59.0,-6.9666666666666694,1028.66666666667,-19.7,0.0,NE,1.7,8
2015,2,8,6,2.0,8.0,300.0,63.0,-9.0,1035.0,-27.4,0.0,NNE,1.5,8
2013,7,4,9,4.0,53.0,600.0,47.0,31.1,990.5,17.0,0.0,N,2.3,9
2014,7,13,8,2.0,47.0,400.0,40.0,29.1,999.5,13.3,0.0,NNE,1.3,7
2016,1,15,3,21.0,69.0,1300.0,6.0,-3.6,1009.5,-17.2,0.0,N,1.8,1
2014,12,11,17,18.0,58.0,700.0,24.0,1.3,1027.0,-14.8,0.0,WSW,2.6,0
2016,8,8,0,2.0,59.0,1000.0,36.0,27.4,1005.9,21.9,0.0,SE,2.0,7
2014,11,25,12,67.0,85.0,2300.0,9.0,6.6,1010.0,-1.8,0.0,S,1.4,8
